Case Study Id,funder_ahrc,funder_bbsrc,funder_british_academy,funder_cclrc,funder_epsrc,funder_esrc,funder_mrc,funder_nerc,funder_pparc,funder_rcuk,funder_royal_academy_engineering,funder_royal_society,funder_stfc,funder_uk_space_agency,funder_wellcome
3917,,,,,funder_epsrc,,,,,,,funder_royal_society,,,
3918,,,,,funder_epsrc,,,,,,,,,,
3919,,,,,funder_epsrc,,,,,,,,,,
3920,,,,,,,,,,funder_rcuk,funder_royal_academy_engineering,,,,
3921,,,,,funder_epsrc,,,,,,,,,,
3922,,,,,funder_epsrc,,,,,,,funder_royal_society,,funder_uk_space_agency,
3923,,,,,funder_epsrc,,,,,,,,,,
3924,,,,,funder_epsrc,,,,,,,,,,
3925,,,,,funder_epsrc,,,,,,,,,,
3929,,,,,,funder_esrc,,,,,,,,,
3934,,,,,,funder_esrc,,,,,,,,,
3937,,,,,,funder_esrc,,,,,,,,,
3942,,,,,,funder_esrc,,,,,,,,,
3945,,,,,,,funder_mrc,,,,,,,,
3946,,,,,funder_epsrc,,,,,,,,,,
3947,,,,,,funder_esrc,,,,,,,,,
4141,,,,,funder_epsrc,,,,,,,,,,
4231,,,,,,funder_esrc,,,,,,,,,
4325,,,,,,,,,,,,,funder_stfc,funder_uk_space_agency,
4326,,,,,,,,,,funder_rcuk,,,funder_stfc,,
4422,,,,,funder_epsrc,,,,,,,,,,
4424,funder_ahrc,,,,,,,,,,,,,,
4436,funder_ahrc,,,,,,,,,,,,,,
4437,,,,,,,,funder_nerc,,,,,,,
4439,funder_ahrc,,funder_british_academy,,,,,,,,,,,,
4440,,,,,,funder_esrc,,,,,,,,,
4554,funder_ahrc,,,,,,,,,funder_rcuk,,,,,
4562,,,funder_british_academy,,,,,,,,,,,,
4563,funder_ahrc,,,,,funder_esrc,,,,,,,,,
4564,,,funder_british_academy,,,,,,,,,,,,
4566,,,,,funder_epsrc,,,,,,,,,,
4567,,,,,,funder_esrc,,,,,,,,,
4572,,,,,,,,funder_nerc,,funder_rcuk,,,,,
4573,,funder_bbsrc,,,funder_epsrc,,,funder_nerc,,,,,,,
4574,,funder_bbsrc,,,,funder_esrc,,funder_nerc,,funder_rcuk,,funder_royal_society,,,
4575,,,,,,funder_esrc,,,,,,,,,
4576,,,,,,funder_esrc,,,,,,,,,
4577,,,,,,funder_esrc,,,,,,,,,
4583,,,,,,,,funder_nerc,,,,funder_royal_society,,,
4584,,,,,,,,,,,,funder_royal_society,,,
4585,,,,,,,,funder_nerc,,,,funder_royal_society,,,
4587,,,,,,funder_esrc,,,,,,,,,
4588,,,,,,funder_esrc,,,,,,,,,
4589,,,,,,funder_esrc,,,,,,,,,
4590,,,,,,,,,,,,,funder_stfc,,
4592,,,,,,,,,,funder_rcuk,,funder_royal_society,,,
4596,,,,,funder_epsrc,,,,,,,,,,
4597,,,,,funder_epsrc,,,,,funder_rcuk,,,,,
4599,,,,,,,,funder_nerc,,,,funder_royal_society,,,
4600,,,,,,,,,,funder_rcuk,,,,,
4601,funder_ahrc,,,,,funder_esrc,,,,,,,,,
4603,,,,,,funder_esrc,,,,,,,,,
4604,,,,,funder_epsrc,,,,,,,,,,
4607,,,,,,funder_esrc,,,,,,,,,
4645,,,,,,,funder_mrc,,,,,,,,
4653,,,,,,funder_esrc,,,,,,,,,
4654,,,,,funder_epsrc,,,,,,funder_royal_academy_engineering,,,,
4664,,,,,,funder_esrc,,funder_nerc,,,,,,,
4665,,,,,funder_epsrc,,,,,funder_rcuk,,,,,
4666,,,,,,funder_esrc,,,,,,,,,
4667,,,,,,funder_esrc,,,,,,,,,
4668,,,funder_british_academy,,,funder_esrc,,,,,,,,,
4670,,,,,,funder_esrc,,,,,,,,,
4674,funder_ahrc,,,,,,,,,,,,,,
4677,,,,,,funder_esrc,,,,,,,,,
4678,funder_ahrc,,funder_british_academy,,,,,,,,,,,,funder_wellcome
4680,funder_ahrc,,,,funder_epsrc,,,,,,,,,,
4682,,,,,funder_epsrc,,,,,,,,,,
4851,,,,,,,,,,funder_rcuk,,,,,
4862,,,,,,,,,,,,,,,funder_wellcome
4864,,,,,,,,,,,,,,,funder_wellcome
4865,,,,,,,,,,,,,,,funder_wellcome
4866,,,,,,,,,,,,,,,funder_wellcome
4867,,,,,,,,,,,,,,,funder_wellcome
4869,,,,,,,,,,,,,,,funder_wellcome
4870,,,,,,,,,,,,,,,funder_wellcome
4872,,,,,,,,,,,,,,,funder_wellcome
4873,,,funder_british_academy,,,,,,,,,,,,
4874,funder_ahrc,,,,,,,,,funder_rcuk,,,,,
4875,funder_ahrc,,funder_british_academy,,,,,,,,,,,,
4877,funder_ahrc,,,,,,,,,,,,,,
4879,funder_ahrc,,,,,funder_esrc,,,,,,,,,
4881,,,,,,,,,,,,,,,funder_wellcome
4883,,,,,,funder_esrc,,,,,,,,,
4884,,,,,,,,,,,,,,,funder_wellcome
4893,,,,,,funder_esrc,,,,,,,,,
4896,,,,,,funder_esrc,,,,,,,,,
4897,,,funder_british_academy,,,,,,,,,,,,funder_wellcome
4899,funder_ahrc,,,,,,,,,,,,,,
4900,funder_ahrc,,,,,,,,,,,,,,
4903,,,,,,,,funder_nerc,,,,,,,
4904,,,,,,,,,,funder_rcuk,,,,,
4905,,,,,funder_epsrc,,,,,,,,,,
4906,,,,,funder_epsrc,,,,,,,,,,
4912,,,,,funder_epsrc,,,,,,,,,,
4938,,,,,,funder_esrc,,,,,,,,,
4940,,,,,,,funder_mrc,,,,,,,,
4945,,,,,,,funder_mrc,,,,,,,,
4951,,funder_bbsrc,,,funder_epsrc,,funder_mrc,,,,,funder_royal_society,,,
4952,,funder_bbsrc,,,funder_epsrc,,funder_mrc,,,,,,,,
4953,,,,,,,,,,,,,,,funder_wellcome
4957,,,,,,,,,,,,funder_royal_society,,,
4958,,,,,funder_epsrc,,,,,,,funder_royal_society,,,
4959,,funder_bbsrc,,,funder_epsrc,,,,,funder_rcuk,,funder_royal_society,funder_stfc,,
4960,,,,,funder_epsrc,,,,,,,,funder_stfc,,
4961,,,,,,funder_esrc,,,,,,,,,
4962,,,,,,funder_esrc,,,,,,,,,
4965,,,,,,funder_esrc,,,,,,,,,
4967,funder_ahrc,,,,,,,,,,,,,,
4973,funder_ahrc,,,,,,,,,,,,,,
4974,,,,,,,,,,,,funder_royal_society,,,
4980,funder_ahrc,,,,,,,,,,,,,,funder_wellcome
4982,,,,,,,,,,funder_rcuk,,,,,
4984,,,,,funder_epsrc,,,,,,,,,,
4985,,,,,,funder_esrc,,,,,,,,,
5253,,,funder_british_academy,,,,,,,,,,,,
5254,,,funder_british_academy,,,,,,,,,,,,
5261,funder_ahrc,,,,,,,,,,,,,,
5572,,,,,,,,funder_nerc,,,,,,,
5573,,,,,funder_epsrc,,,,,,,funder_royal_society,,,
5577,,,,,funder_epsrc,,,,,,,,,,
5729,,,,,,funder_esrc,,,,,,,,,
5730,,,,,,,funder_mrc,,,,,,,,
5792,,,,,funder_epsrc,,,,,,,,,,
5793,,,,,funder_epsrc,,,,funder_pparc,funder_rcuk,,,funder_stfc,,
5794,,,,,funder_epsrc,,,,,,,funder_royal_society,funder_stfc,,
5798,,,,,funder_epsrc,,,,,,,,,,
5800,,,,,funder_epsrc,,,,,,,funder_royal_society,,,
5801,,,,,funder_epsrc,,,,,,,funder_royal_society,,,
5819,,,,,,,,,,funder_rcuk,,,,,funder_wellcome
5820,,,,,funder_epsrc,,funder_mrc,,,funder_rcuk,,,,,
5838,,,,,,,,funder_nerc,,,,,,,
5842,,,,,,funder_esrc,,,,,,,,,
5844,,,,,,funder_esrc,,,,,,,,,
5845,,,,,,funder_esrc,,,,,,,,,
5850,,,,,,funder_esrc,,,,,,,,,
5899,,,funder_british_academy,,,funder_esrc,,,,,,,,,
5903,,,,,,funder_esrc,,,,,,,,,
5908,funder_ahrc,,,,,,,,,,,,,,
5913,,,,,,funder_esrc,,,,funder_rcuk,,,,,
5976,,,,,funder_epsrc,,,,,,funder_royal_academy_engineering,,,,
6025,,,,,,,,,,,,,,,funder_wellcome
6026,,,,,,,,,,,,,,,funder_wellcome
6027,funder_ahrc,,,,,funder_esrc,,,,,,,,,
6028,,,,,,,funder_mrc,,,,,,,,funder_wellcome
6239,,,,,,,,,,,,,,,funder_wellcome
6244,,,,,funder_epsrc,,,,,,,,,,
6262,,,,,funder_epsrc,,,,,,,,,,funder_wellcome
6264,,funder_bbsrc,,,funder_epsrc,,funder_mrc,,,,,,,,
6266,,,,,funder_epsrc,,,funder_nerc,,funder_rcuk,,funder_royal_society,,,
6268,,,,,funder_epsrc,funder_esrc,,,,,,,,,
6269,,funder_bbsrc,,,funder_epsrc,,funder_mrc,,,,,,,,
6270,,,,,funder_epsrc,,,,,,,funder_royal_society,,,
6271,,,,,,,,,,,,,funder_stfc,,
6272,,funder_bbsrc,,funder_cclrc,funder_epsrc,,funder_mrc,,,funder_rcuk,,funder_royal_society,funder_stfc,,funder_wellcome
6273,,,,,funder_epsrc,,,funder_nerc,,funder_rcuk,,funder_royal_society,,,
6274,,,,,funder_epsrc,funder_esrc,,funder_nerc,,funder_rcuk,,funder_royal_society,,,
6275,,,,,,,,,,,,funder_royal_society,,,
6277,funder_ahrc,,,,,,,,,,,,,,
6282,,,,,,,,,,,,,,,funder_wellcome
6283,,,,,,,funder_mrc,,,,,,,,
6284,,,,,,,funder_mrc,,,,,,,,
6298,,,,,,,funder_mrc,,,,,,,,
6301,,,,,,,funder_mrc,,,,,,,,
6302,,,,,,,funder_mrc,,,,,,,,
6309,,,,,,,funder_mrc,,,,,,,,
6310,,,,,funder_epsrc,funder_esrc,funder_mrc,,,,,,,,funder_wellcome
6311,,,,,,,,,,,,,,,funder_wellcome
6313,,,,,,,,,,,,funder_royal_society,,,
6314,,funder_bbsrc,,,,,,,,,,,,,
6318,,funder_bbsrc,,,,,,,,funder_rcuk,,,,,
6320,,funder_bbsrc,,,,funder_esrc,,funder_nerc,,,,,,,
6321,,,,,,,,funder_nerc,,,,,,,
6323,,,,,,funder_esrc,,,,,,,,,
6324,,,,,,,,funder_nerc,,,,funder_royal_society,,,
6326,,,,,,,,funder_nerc,,,,funder_royal_society,,,
6327,,funder_bbsrc,,,funder_epsrc,,,,,,,funder_royal_society,,,funder_wellcome
6331,,funder_bbsrc,,,,,,,,,,,,,funder_wellcome
6332,,,,,funder_epsrc,,,,,,,,,,
6337,,,,,funder_epsrc,,,,,,,,,,
6339,,,,,funder_epsrc,,,,,,,,,,
6340,,,,,funder_epsrc,,,,,,,,,,funder_wellcome
6341,,,,,funder_epsrc,,,,,,,,,,funder_wellcome
6343,,,,,funder_epsrc,,,,,,funder_royal_academy_engineering,,,,
6344,,,,,funder_epsrc,,,,,,,,,,
6346,,,,,funder_epsrc,,,,,,,,,,
6347,,,,,funder_epsrc,,,,,,,funder_royal_society,,,
6348,,,,,funder_epsrc,,,funder_nerc,,,,,,,
6350,,,,,funder_epsrc,,,,,,,,,,
6351,,,,,funder_epsrc,,,,,,,,,,
6352,,funder_bbsrc,,,,funder_esrc,,funder_nerc,,,,,,,
6353,,,,,funder_epsrc,,,,,,,,,,
6354,,,,,funder_epsrc,funder_esrc,,,,,,,,,
6355,,,,,,,,funder_nerc,,funder_rcuk,,funder_royal_society,,,
6356,,,,,,,,funder_nerc,,,,,,,
6358,,,,,,funder_esrc,,,,,,,,,
6360,,,funder_british_academy,,funder_epsrc,funder_esrc,,,,,,,,,
